,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
6,353a3870,couple with children,a514d4f3,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
0,e5175f77,couple with children,6cce39de,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
1,e5175f77,couple with children,2ba7c873,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
2,e5175f77,couple with children,35273ddb,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
3,e5175f77,couple with children,77728c3f,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
0,eaf89eb1,couple with children,f47b6fce,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
1,eaf89eb1,couple with children,73714a86,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
2,eaf89eb1,couple with children,203f72e6,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
3,eaf89eb1,couple with children,563983b6,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
0,c8f9bf49,couple without children,d6a8c905,partner in couple without children,0,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
1,c8f9bf49,couple without children,ba1c5bc0,partner in couple without children,0,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
0,9adc80b7,single person household,1c0cf745,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
0,ee7fb9e8,single person household,504039d3,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,f29d9db0,couple with children,c287df82,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
1,f29d9db0,couple with children,d5eae13d,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
2,f29d9db0,couple with children,3ecfc7de,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
3,f29d9db0,couple with children,f0a19adc,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
0,61ca8b48,couple with children,04944dda,partner in couple with children,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
1,61ca8b48,couple with children,d1ccc4c3,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
2,61ca8b48,couple with children,1d4d2171,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
3,61ca8b48,couple with children,1a55e142,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
4,61ca8b48,couple with children,870e1532,partner in couple with children,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
5,61ca8b48,couple with children,c85b38d8,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
6,61ca8b48,couple with children,c70f17db,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
7,61ca8b48,couple with children,201b0565,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
8,61ca8b48,couple with children,028d61a1,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
9,61ca8b48,couple with children,c8b709bc,child living at home,1,10,1998-01-01,1999-01-01,2,8,2015.0,01,2010.0,05
0,1c1e92e3,single person household,2ecb427e,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,0e1d9545,single parent household,9ce02f22,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
1,0e1d9545,single parent household,0f66bec7,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
0,3b6fbb64,single person household,b45bb496,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,80bf8a50,single parent household,f7117412,parent in single parent household,0,3,1998-01-01,1999-01-01,1,2,,--,,--
1,80bf8a50,single parent household,9474d614,child living at home,0,3,1998-01-01,1999-01-01,1,2,,--,,--
2,80bf8a50,single parent household,8cd4678b,child living at home,0,3,1998-01-01,1999-01-01,1,2,,--,,--
0,84cf3aad,couple with children,cd698d09,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1,84cf3aad,couple with children,98070944,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
2,84cf3aad,couple with children,4551f63c,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0,a7ec39ff,couple with children,a5d88020,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
1,a7ec39ff,couple with children,1a42e2e9,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
2,a7ec39ff,couple with children,f5126b48,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
3,a7ec39ff,couple with children,b31cdcdb,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
4,a7ec39ff,couple with children,e3ee2e3d,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
0,85de54be,couple without children,9c292f29,partner in couple without children,0,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
1,85de54be,couple without children,94c7184b,partner in couple without children,0,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
0,62d1441f,couple with children,fbbcb456,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
1,62d1441f,couple with children,7ea2119e,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
2,62d1441f,couple with children,52ba2d04,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
3,62d1441f,couple with children,761df28c,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
4,62d1441f,couple with children,0e30c262,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
0,eda663a5,couple with children,741b384b,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1,eda663a5,couple with children,3021edf4,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
2,eda663a5,couple with children,60a59d38,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0,f865368a,couple with children,5e610014,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1,f865368a,couple with children,c2921c9d,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
2,f865368a,couple with children,77b6a3cb,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0,bbf2ac95,single person household,4d5f864d,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,a6356b00,couple with children,0fab8cd4,partner in couple with children,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
1,a6356b00,couple with children,1ee23966,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
2,a6356b00,couple with children,2e4a5aa7,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
3,a6356b00,couple with children,072ccdc5,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
4,a6356b00,couple with children,8d478736,partner in couple with children,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
5,a6356b00,couple with children,56b25cd7,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
6,a6356b00,couple with children,b58fe046,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
0,f36523be,single person household,0d302242,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,ddf33ad3,single parent household,934a8721,parent in single parent household,0,4,1998-01-01,1999-01-01,1,3,,--,,--
1,ddf33ad3,single parent household,d13d415e,child living at home,0,4,1998-01-01,1999-01-01,1,3,,--,,--
2,ddf33ad3,single parent household,5d71be0c,child living at home,0,4,1998-01-01,1999-01-01,1,3,,--,,--
3,ddf33ad3,single parent household,ca9fd164,child living at home,0,4,1998-01-01,1999-01-01,1,3,,--,,--
0,c2833ee0,single person household,d9eda59d,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
0,062e49e9,single parent household,2f0335cb,parent in single parent household,1,3,1998-01-01,1999-01-01,1,2,,--,,--
1,062e49e9,single parent household,9ddc42d7,child living at home,1,3,1998-01-01,1999-01-01,1,2,,--,,--
2,062e49e9,single parent household,0dd786a4,child living at home,1,3,1998-01-01,1999-01-01,1,2,,--,,--
0,11161a29,single parent household,678c09b8,parent in single parent household,0,2,1998-01-01,1999-01-01,1,1,,--,,--
1,11161a29,single parent household,c5fcc4f8,child living at home,0,2,1998-01-01,1999-01-01,1,1,,--,,--
0,759c0a93,couple with children,972eff55,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
1,759c0a93,couple with children,28a097ab,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
2,759c0a93,couple with children,6c7764d8,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
3,759c0a93,couple with children,2707d4e0,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
4,759c0a93,couple with children,cf188e9e,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
0,802d9b5e,single person household,841030bd,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,8c956c29,single parent household,87262451,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
1,8c956c29,single parent household,61afa796,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
0,4a40e9d6,couple with children,678a040d,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
1,4a40e9d6,couple with children,359722c1,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
2,4a40e9d6,couple with children,f069856a,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
3,4a40e9d6,couple with children,6fabb65e,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
4,4a40e9d6,couple with children,c338ceb1,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
5,4a40e9d6,couple with children,057ba9b9,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
6,4a40e9d6,couple with children,c198ade7,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
0,93c328bf,single person household,19fb8f76,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,bdd0d539,couple with children,21ecd92b,partner in couple with children,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
1,bdd0d539,couple with children,d5268abb,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
2,bdd0d539,couple with children,a89314ac,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
3,bdd0d539,couple with children,9554b54a,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
4,bdd0d539,couple with children,17184c4d,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
5,bdd0d539,couple with children,2061558e,partner in couple with children,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
6,bdd0d539,couple with children,d487548b,child living at home,1,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
0,03f2a835,couple without children,6683d80c,partner in couple without children,0,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
1,03f2a835,couple without children,f435ebc1,partner in couple without children,0,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
0,1b10bc97,couple with children,46b505a6,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1,1b10bc97,couple with children,56f21f55,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
2,1b10bc97,couple with children,1db438e4,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0,a2a0ea36,single person household,ce9427ee,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,13492572,single parent household,ad20a108,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
1,13492572,single parent household,4ab1d7f3,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
0,fd744db8,single person household,3f4b9328,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
0,d70d768a,single parent household,91a48532,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
1,d70d768a,single parent household,e9e764db,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
0,90052fae,couple with children,e11d0757,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
1,90052fae,couple with children,99cb489e,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
2,90052fae,couple with children,73f902fd,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
3,90052fae,couple with children,ff6b9882,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
4,90052fae,couple with children,a065a60e,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
5,90052fae,couple with children,d1e4b544,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
6,90052fae,couple with children,219f0ee6,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
0,fc4fdd10,couple with children,140ccda3,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1,fc4fdd10,couple with children,710c492f,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
2,fc4fdd10,couple with children,7419b1d5,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0,ea1d5d78,single parent household,8e4c24e7,parent in single parent household,0,3,1998-01-01,1999-01-01,1,2,,--,,--
1,ea1d5d78,single parent household,d7aa5f87,child living at home,0,3,1998-01-01,1999-01-01,1,2,,--,,--
2,ea1d5d78,single parent household,0cb80b58,child living at home,0,3,1998-01-01,1999-01-01,1,2,,--,,--
0,34849634,couple with children,d2e93468,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1,34849634,couple with children,2e034bc2,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
2,34849634,couple with children,2ab990a8,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0,cb8a8b0d,couple with children,245acfda,partner in couple with children,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
1,cb8a8b0d,couple with children,ac9dc132,partner in couple with children,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
2,cb8a8b0d,couple with children,1eb88f50,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
3,cb8a8b0d,couple with children,17f5c34f,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
4,cb8a8b0d,couple with children,2c355d86,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
5,cb8a8b0d,couple with children,ed5e0dbb,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
0,37045f21,couple without children,24f5df1e,partner in couple without children,1,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
1,37045f21,couple without children,d3229821,partner in couple without children,1,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
0,c9c36cce,couple with children,d778175c,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1,c9c36cce,couple with children,683b88f2,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
2,c9c36cce,couple with children,c8625a2a,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0,75dc3159,single person household,6c0cae68,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,2c21de42,single parent household,ac9bbba4,parent in single parent household,1,3,1998-01-01,1999-01-01,1,2,,--,,--
1,2c21de42,single parent household,4332d9a0,child living at home,1,3,1998-01-01,1999-01-01,1,2,,--,,--
2,2c21de42,single parent household,f5925e77,child living at home,1,3,1998-01-01,1999-01-01,1,2,,--,,--
0,196265ee,single person household,9601a3b6,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
0,61da7cd7,single person household,5f17663d,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
0,2c2eeb4c,single person household,b8b85917,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,62fe1928,single parent household,2ed687a6,parent in single parent household,0,2,1999-01-01,2000-01-01,1,1,,--,,--
1,62fe1928,single parent household,b57a12e3,child living at home,0,2,1999-01-01,2000-01-01,1,1,,--,,--
0,ec41be7d,single parent household,cc883317,parent in single parent household,0,5,1999-01-01,2000-01-01,1,4,,--,,--
1,ec41be7d,single parent household,63d409b8,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
2,ec41be7d,single parent household,d17ac422,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
3,ec41be7d,single parent household,afb1d667,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
4,ec41be7d,single parent household,e3e7553d,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
0,3e44ee55,single person household,254f7859,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,31906139,couple with children,1206949c,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,31906139,couple with children,c32be144,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,31906139,couple with children,66e9ba2b,child living at home,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,c6187a91,couple with children,b8432ead,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,c6187a91,couple with children,c15e4cb4,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,c6187a91,couple with children,4bfb08e0,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,8a39017e,single person household,36677213,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,3e27ef7b,single parent household,62e811bb,parent in single parent household,0,2,1999-01-01,2000-01-01,1,1,,--,,--
1,3e27ef7b,single parent household,d31bbf1c,child living at home,0,2,1999-01-01,2000-01-01,1,1,,--,,--
0,31355c23,single person household,a1e63301,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,36360839,single parent household,9c1c5278,parent in single parent household,1,3,1999-01-01,2000-01-01,1,2,,--,,--
1,36360839,single parent household,aed2a2ca,child living at home,1,3,1999-01-01,2000-01-01,1,2,,--,,--
2,36360839,single parent household,738e4b52,child living at home,1,3,1999-01-01,2000-01-01,1,2,,--,,--
0,e94bc627,couple with children,cc497336,partner in couple with children,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,e94bc627,couple with children,55a4503d,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,e94bc627,couple with children,83848be9,partner in couple with children,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,e94bc627,couple with children,437acb0e,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,e94bc627,couple with children,a9998b37,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
0,d51322ef,couple with children,71ed4a86,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,d51322ef,couple with children,3fa5a4c1,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,d51322ef,couple with children,887cd01c,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,208bf2ca,couple with children,af1b4a1b,partner in couple with children,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,208bf2ca,couple with children,2ae09b76,partner in couple with children,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,208bf2ca,couple with children,8f260525,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,208bf2ca,couple with children,88285fb4,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,208bf2ca,couple with children,09f7a651,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
0,9764e583,couple with children,1cefb90b,partner in couple with children,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
1,9764e583,couple with children,1610981e,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
2,9764e583,couple with children,37aba74f,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
3,9764e583,couple with children,a553b7f9,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
4,9764e583,couple with children,242743fd,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
5,9764e583,couple with children,ecc584e2,partner in couple with children,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
6,9764e583,couple with children,ac8b356f,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
0,1226ed24,single parent household,30197924,parent in single parent household,0,5,1999-01-01,2000-01-01,1,4,,--,,--
1,1226ed24,single parent household,f99b413e,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
2,1226ed24,single parent household,caffcfd9,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
3,1226ed24,single parent household,be0a58d4,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
4,1226ed24,single parent household,916b9948,child living at home,0,5,1999-01-01,2000-01-01,1,4,,--,,--
0,e16d39e3,couple with children,461f62ba,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,e16d39e3,couple with children,c2d3fb66,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,e16d39e3,couple with children,120a256a,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,e16d39e3,couple with children,649fec27,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,e16d39e3,couple with children,d35cf72b,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
0,71959c97,single person household,74fdfb73,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,0fc8faa3,single person household,0b2f1798,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,d8e79dc5,single person household,431cea40,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,51de5bb7,single parent household,a58f8773,parent in single parent household,0,6,1999-01-01,2000-01-01,1,5,,--,,--
1,51de5bb7,single parent household,fde16b96,child living at home,0,6,1999-01-01,2000-01-01,1,5,,--,,--
2,51de5bb7,single parent household,65a2e8d1,child living at home,0,6,1999-01-01,2000-01-01,1,5,,--,,--
3,51de5bb7,single parent household,b0a21246,child living at home,0,6,1999-01-01,2000-01-01,1,5,,--,,--
4,51de5bb7,single parent household,17250469,child living at home,0,6,1999-01-01,2000-01-01,1,5,,--,,--
5,51de5bb7,single parent household,ec2e126b,child living at home,0,6,1999-01-01,2000-01-01,1,5,,--,,--
0,367b57f2,couple without children,20a30672,partner in couple without children,1,2,1999-01-01,2000-01-01,2,0,2015.0,01,2010.0,05
1,367b57f2,couple without children,34c3bf80,partner in couple without children,1,2,1999-01-01,2000-01-01,2,0,2015.0,01,2010.0,05
0,07a30e39,single parent household,6d9cc4bb,parent in single parent household,1,2,1999-01-01,2000-01-01,1,1,,--,,--
1,07a30e39,single parent household,853fe91f,child living at home,1,2,1999-01-01,2000-01-01,1,1,,--,,--
0,cf157266,couple with children,90d5c62a,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
1,cf157266,couple with children,bc90f08b,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
2,cf157266,couple with children,9e0c9697,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
3,cf157266,couple with children,38f180e6,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
4,cf157266,couple with children,2bbc5d88,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
5,cf157266,couple with children,befc15c9,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
6,cf157266,couple with children,442f923d,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
0,30aed750,couple with children,9c7fae3a,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,30aed750,couple with children,eb1e611e,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,30aed750,couple with children,c5385471,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,71777820,single parent household,92ad9e37,parent in single parent household,0,2,1999-01-01,2000-01-01,1,1,,--,,--
1,71777820,single parent household,323b1c85,child living at home,0,2,1999-01-01,2000-01-01,1,1,,--,,--
0,b3578b16,single parent household,02dae9b3,parent in single parent household,1,5,1999-01-01,2000-01-01,1,4,,--,,--
1,b3578b16,single parent household,ceb688ab,child living at home,1,5,1999-01-01,2000-01-01,1,4,,--,,--
2,b3578b16,single parent household,6b9bb414,child living at home,1,5,1999-01-01,2000-01-01,1,4,,--,,--
3,b3578b16,single parent household,803211ef,child living at home,1,5,1999-01-01,2000-01-01,1,4,,--,,--
4,b3578b16,single parent household,6566547b,child living at home,1,5,1999-01-01,2000-01-01,1,4,,--,,--
0,ccf68517,couple without children,8f30630d,partner in couple without children,0,2,1999-01-01,2000-01-01,2,0,2015.0,01,2010.0,05
1,ccf68517,couple without children,1e5842ee,partner in couple without children,0,2,1999-01-01,2000-01-01,2,0,2015.0,01,2010.0,05
0,50a82ac0,couple with children,de5b3581,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,50a82ac0,couple with children,f39962d5,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,50a82ac0,couple with children,4f3a8f30,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,17217684,single parent household,61243c95,parent in single parent household,1,4,1999-01-01,2000-01-01,1,3,,--,,--
1,17217684,single parent household,ca5c5e48,child living at home,1,4,1999-01-01,2000-01-01,1,3,,--,,--
2,17217684,single parent household,860ec335,child living at home,1,4,1999-01-01,2000-01-01,1,3,,--,,--
3,17217684,single parent household,2d1ba0a5,child living at home,1,4,1999-01-01,2000-01-01,1,3,,--,,--
0,caea9e80,couple with children,9b083d70,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,caea9e80,couple with children,f685e86d,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,caea9e80,couple with children,1907522b,child living at home,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
