rinpersoon,GBAGEBOORTELAND,GBAGESLACHT,GBAGEBOORTELANDMOEDER,GBAGEBOORTELANDVADER,GBAAANTALOUDERSBUITENLAND,GBAHERKOMSTGROEPERING,GBAGENERATIE,GBAGEBOORTEJAAR,GBAGESLACHTMOEDER,GBAGESLACHTVADER,GBAGEBOORTEJAARMOEDER,GBAGEBOORTEJAARVADER,GBAHERKOMSTLAND,GBAGEBOORTELANDNL
d555c073,France,1,NL,NL,0,Western,1,1962,2,1,1934,1929,France,0
d55679e1,France,2,NL,NL,0,Western,1,1957,2,1,1920,1926,France,0
d556a405,Egypt,2,NL,France,1,Non-Western,2,1990,2,1,1965,1969,Egypt,0
d560942b,France,1,NL,NL,0,Western,2,1956,2,1,1924,1917,France,0
d57af3a1,NL,2,NL,France,1,Western,1,1991,2,1,1959,1960,NL,1
d57b986b,NL,1,NL,France,1,Western,1,1991,2,-,1971,1963,NL,1
d57c19da,France,2,NL,NL,0,Western,0,1982,2,1,1951,1955,France,0
d5802620,NL,2,NL,NL,0,Western,1,1967,2,1,1930,1937,NL,1
d58163b1,France,1,NL,NL,0,Western,2,1986,2,1,1950,1947,France,0
d58d3da2,Egypt,2,NL,NL,0,Non-Western,1,1989,2,1,1968,1958,Egypt,0
d59042b6,NL,1,NL,France,1,Western,1,1980,2,1,1960,1942,NL,1
d5995cf1,NL,2,NL,France,1,Western,1,1989,2,1,1965,1952,NL,1
d59a8ff8,NL,1,NL,NL,0,Western,1,1953,2,1,1925,1914,NL,1
d5a813d1,NL,1,NL,NL,0,Western,2,1959,1,1,1938,1938,NL,1
d5b9c64e,NL,1,NL,Egypt,1,Western,1,1987,2,1,1956,1955,NL,1
d5bc5a9e,NL,2,NL,NL,0,Western,2,1995,1,1,1969,1958,NL,1
d5c18667,NL,2,NL,NL,0,Western,0,1980,2,1,1950,1958,NL,1
d5c45886,NL,2,NL,NL,0,Western,0,1994,2,1,1958,1961,NL,1
d5c78e68,NL,2,France,NL,1,Western,1,1967,2,-,1942,1938,NL,1
d5d3e47d,NL,1,NL,NL,0,Western,1,1982,2,1,1961,1960,NL,1
d5e13d0e,France,2,NL,NL,0,Western,1,1953,-,1,1919,1918,France,0
d5e1ba9e,NL,2,NL,NL,0,Western,2,1986,2,1,1950,1964,NL,1
d5ec036f,NL,1,NL,NL,0,Western,2,1961,2,1,1939,1936,NL,1
d5f159c7,NL,1,France,France,2,Western,1,1959,2,1,1932,1939,NL,1
d5f47dfa,NL,2,France,NL,1,Western,1,1981,2,1,1943,1948,NL,1
d5fe643d,NL,2,Egypt,NL,1,Western,0,1954,2,1,1927,1921,NL,1
d607f038,NL,1,NL,France,1,Western,2,1951,2,1,1928,1929,NL,1
d60f6800,NL,2,NL,NL,0,Western,1,1988,2,1,1953,1951,NL,1
d616973c,NL,2,France,NL,1,Western,2,1963,2,1,1939,1937,NL,1
d61e0971,NL,2,NL,NL,0,Western,1,1950,2,1,1911,1917,NL,1
d61e6947,NL,1,NL,US,1,Western,2,1989,2,1,1961,1962,NL,1
d625d2c8,NL,1,NL,France,1,Western,1,1962,2,1,1941,1938,NL,1
d62903c8,France,2,NL,NL,0,Western,2,1982,2,1,1960,1950,France,0
d62e1955,NL,2,NL,NL,0,Western,1,1984,2,1,1953,1961,NL,1
d634ac88,NL,2,NL,France,1,Western,0,1996,2,1,1969,1976,NL,1
d635c723,France,1,NL,France,1,Western,1,1987,2,1,1966,1951,France,0
d637353d,NL,2,NL,NL,0,Western,1,1983,2,1,1946,1952,NL,1
d6387cb3,NL,1,NL,NL,0,Western,1,1991,-,1,1965,1967,NL,1
d648f83c,US,1,NL,NL,0,Western,0,1965,2,1,1942,1932,US,0
d64a230a,NL,2,NL,NL,0,Western,0,1968,2,1,1941,1947,NL,1
d6509c86,NL,2,NL,NL,0,Western,0,1963,1,1,1924,1940,NL,1
d658ae5d,NL,2,NL,NL,0,Western,0,1989,2,1,1965,1961,NL,1
d65acf92,NL,1,NL,NL,0,Western,1,1950,2,1,1919,1911,NL,1
d65d8cbb,NL,1,NL,France,1,Western,1,1965,2,1,1941,1931,NL,1
d6606a94,NL,1,NL,France,1,Western,0,1983,2,1,1962,1946,NL,1
d6614873,France,2,NL,NL,0,Western,1,1970,2,1,1934,1934,France,0
d661e706,NL,2,France,NL,1,Western,1,1963,2,1,1925,1937,NL,1
d663b82d,NL,1,NL,NL,0,Western,2,1985,2,-,1947,1960,NL,1
d665334f,NL,2,NL,NL,0,Western,1,1964,2,1,1927,1926,NL,1
d667ab03,France,1,NL,NL,0,Western,2,1965,2,1,1941,1943,France,0
d66bd641,NL,2,NL,NL,0,Western,0,1992,2,1,1971,1970,NL,1
d66d3427,NL,1,NL,NL,0,Western,0,1998,2,1,1964,1974,NL,1
d66d4249,NL,1,NL,US,1,Western,0,1953,2,1,1921,1929,NL,1
d66e5102,NL,2,NL,NL,0,Western,1,1986,2,1,1949,1950,NL,1
d670d578,NL,1,NL,NL,0,Western,0,1998,2,1,1974,1971,NL,1
d683de0e,France,2,NL,NL,0,Western,1,1967,2,1,1942,1944,France,0
d68bd438,NL,1,NL,France,1,Western,2,1989,2,1,1961,1966,NL,1
d6951cc2,NL,1,NL,France,1,Western,0,1961,2,1,1930,1934,NL,1
d696e26e,France,1,NL,NL,0,Western,0,1982,2,1,1954,1946,France,0
d69b4c08,NL,2,NL,NL,0,Western,2,1996,2,1,1974,1964,NL,1
d6a3c08e,NL,2,NL,NL,0,Western,0,1994,2,1,1969,1960,NL,1
d6aa70ff,France,2,NL,NL,0,Western,1,1959,2,2,1923,1933,France,0
d6ac6459,NL,1,NL,NL,0,Western,1,1982,2,1,1958,1951,NL,1
d6ad4e60,NL,-,NL,NL,0,Western,1,1998,2,1,1961,1961,NL,1
d6c40cb1,NL,2,NL,NL,0,Western,2,1994,2,1,1958,1968,NL,1
d6c795fb,NL,2,NL,France,1,Western,1,1997,2,1,1976,1969,NL,1
d6caf784,NL,2,France,NL,1,Western,0,1987,2,1,1959,1964,NL,1
d6cb6c68,France,2,NL,NL,0,Western,1,1951,2,1,1912,1931,France,0
d6cd230b,NL,1,NL,Egypt,1,Western,1,1954,2,1,1921,1919,NL,1
d6d4295d,NL,2,NL,NL,0,Western,0,1990,2,1,1952,1970,NL,1
d6ec09d9,France,1,NL,NL,0,Western,1,1980,2,1,1958,1948,France,0
d6ee203a,NL,2,NL,NL,0,Western,2,1984,2,1,1949,1950,NL,1
d6f3ce06,NL,2,NL,NL,0,Western,1,1997,2,1,1972,1968,NL,1
d6f6a319,NL,2,NL,NL,0,Western,1,1986,2,1,1953,1956,NL,1
d6f77dbd,NL,1,US,NL,1,Western,2,1985,2,1,1957,1964,NL,1
d6fd6774,NL,1,NL,NL,0,Western,0,1997,2,1,1962,1961,NL,1
d7015062,NL,1,France,NL,1,Western,1,1964,2,1,1943,1940,NL,1
d7046571,NL,1,NL,NL,0,Western,1,1981,2,1,1954,1955,NL,1
d704ae49,NL,2,NL,NL,0,Western,1,1984,2,1,1962,1950,NL,1
d716f139,NL,2,NL,NL,0,Western,2,1982,2,1,1961,1946,NL,1
d71a778e,NL,2,NL,NL,0,Western,1,1986,2,1,1961,1964,NL,1
d720e2f5,NL,2,NL,NL,0,Western,1,1990,2,1,1967,1955,NL,1
d720f834,NL,1,NL,NL,0,Western,2,1997,2,1,1973,1970,NL,1
d722c2ae,NL,2,France,France,2,Western,1,1968,2,1,1935,1946,NL,1
d7524bff,NL,1,NL,NL,0,Western,2,1958,2,1,1927,1935,NL,1
d752576e,NL,2,Egypt,NL,1,Western,0,1987,2,1,1966,1959,NL,1
d7551fa3,NL,1,US,NL,1,Western,1,1982,2,1,1954,1952,NL,1
d7615d41,NL,2,NL,Egypt,1,Western,2,1953,2,1,1926,1926,NL,1
d766669a,NL,2,NL,NL,0,Western,0,1950,2,1,1918,1912,NL,1
d76b9f5e,NL,1,NL,NL,0,Western,1,1984,2,1,1947,1947,NL,1
d77323ef,NL,1,NL,France,1,Western,1,1991,2,1,1955,1961,NL,1
d7736858,NL,2,NL,France,1,Western,2,1984,2,1,1945,1955,NL,1
d774d47e,NL,1,NL,NL,0,Western,1,1961,2,1,1923,1933,NL,1
d7756eb8,NL,1,NL,NL,0,Western,2,1995,2,1,1969,1961,NL,1
d77a7337,NL,2,NL,NL,0,Western,0,1968,2,1,1946,1930,NL,1
d786a575,NL,2,NL,NL,0,Western,1,1980,2,1,1957,1945,NL,1
d78b55db,NL,1,NL,NL,0,Western,1,1988,2,1,1952,1959,NL,1
d798f723,NL,2,France,NL,1,Western,1,1998,2,1,1961,1964,NL,1
d79e0d18,NL,2,NL,NL,0,Western,2,1988,2,1,1960,1962,NL,1
d7a1da56,NL,2,France,NL,1,Western,2,1991,2,1,1955,1962,NL,1
d7a3fafe,NL,1,NL,NL,0,Western,0,1990,2,1,1964,1961,NL,1
d7ac510f,NL,2,NL,France,1,Western,1,1996,2,1,1972,1970,NL,1
d7b363ec,NL,1,Egypt,France,2,Western,2,1992,2,1,1961,1958,NL,1
d7b3b02b,NL,2,NL,NL,0,Western,1,1992,2,1,1955,1959,NL,1
d7bb59e0,France,1,NL,NL,0,Western,1,1989,2,1,1950,1968,France,0
d7bc0f5f,NL,2,NL,NL,0,Western,2,1985,-,1,1965,1959,NL,1
d7cfb125,France,1,France,France,2,Western,2,1985,1,1,1965,1953,France,0
d7d0a63a,NL,1,NL,NL,0,Western,2,1992,2,1,1971,1957,NL,1
d7d6024a,NL,1,NL,NL,0,Western,1,1981,2,1,1955,1949,NL,1
d7d640d0,NL,1,France,NL,1,Western,2,1954,2,1,1915,1930,NL,1
d7da4787,NL,-,NL,NL,0,Western,0,1989,2,1,1953,1964,NL,1
d7dff7a0,NL,2,NL,France,1,Western,2,1951,2,1,1926,1930,NL,1
d7e1afcf,NL,2,NL,NL,0,Western,0,1983,2,1,1958,1956,NL,1
d7ea05ae,NL,1,France,US,2,Western,1,1987,2,1,1949,1949,NL,1
d7ed5eae,France,2,NL,NL,0,Western,2,1967,2,1,1945,1928,France,0
d7f4fcff,France,1,NL,NL,0,Western,1,1982,2,1,1956,1943,France,0
d7f9f5f7,NL,1,France,NL,1,Western,1,1965,2,1,1934,1931,NL,1
d808c717,NL,1,NL,NL,0,Western,0,1998,2,1,1972,1959,NL,1
d80d2dff,NL,2,France,NL,1,Western,0,1988,2,1,1956,1957,NL,1
d81afd4b,NL,2,NL,NL,0,Western,1,1990,2,1,1952,1951,NL,1
d822c9f8,NL,1,NL,NL,0,Western,1,1980,2,1,1954,1956,NL,1
d8259ca4,NL,2,France,France,2,Western,1,1965,2,1,1939,1940,NL,1
d8339751,NL,2,France,NL,1,Western,0,1990,2,1,1968,1951,NL,1
d833ee38,NL,1,NL,NL,0,Western,0,1968,2,1,1941,1946,NL,1
d83a9c0b,NL,1,NL,NL,0,Western,0,1998,2,1,1962,1975,NL,1
d83b751f,NL,2,NL,NL,0,Western,2,1964,2,1,1929,1933,NL,1
d83d75d0,NL,2,NL,NL,0,Western,1,1980,2,1,1952,1948,NL,1
d84df233,NL,1,NL,NL,0,Western,2,1995,2,1,1974,1961,NL,1
d8570fc3,NL,2,NL,France,1,Western,1,1953,2,1,1933,1921,NL,1
d8578fae,NL,1,NL,NL,0,Western,1,1954,2,1,1919,1933,NL,1
d85b0417,NL,2,France,NL,1,Western,2,1983,2,1,1963,1963,NL,1
d85d0c27,NL,1,NL,NL,0,Western,1,1953,2,1,1928,1931,NL,1
d85ebb0b,NL,1,NL,France,1,Western,2,1985,2,1,1962,1957,NL,1
d85fb9b4,NL,-,NL,NL,0,Western,2,1990,2,1,1966,1959,NL,1
d86e1cb7,NL,1,NL,NL,0,Western,2,1981,2,1,1957,1943,NL,1
d873c729,NL,1,NL,NL,0,Western,1,1993,2,1,1967,1969,NL,1
d8747243,France,2,Egypt,NL,1,Western,0,1970,2,-,1939,1942,France,0
d876b768,NL,1,NL,NL,0,Western,2,1982,2,1,1961,1961,NL,1
d87b8ad4,France,2,France,NL,1,Western,-,1960,2,1,1940,1922,France,0
d891a082,NL,2,NL,Egypt,1,Western,1,1980,2,1,1960,1954,NL,1
d8944cdc,NL,2,France,France,2,Western,0,1984,2,1,1952,1956,NL,1
d89c241c,France,2,NL,US,1,Western,2,1982,2,1,1956,1954,France,0
d8a4aaea,NL,2,Egypt,NL,1,Western,2,1966,2,1,1937,1944,NL,1
d8a6721b,NL,2,NL,NL,0,Western,1,1964,2,1,1934,1927,NL,1
d8aff799,NL,2,France,NL,1,Western,2,1986,2,1,1953,1962,NL,1
d8b19b90,NL,2,NL,NL,0,Western,2,1997,2,1,1976,1966,NL,1
d8bb0fac,NL,2,NL,Egypt,1,Western,1,1986,2,1,1954,1957,NL,1
d8be86b8,NL,2,Egypt,Egypt,2,Western,1,1998,2,1,1977,1964,NL,1
d8bf0226,NL,2,NL,NL,0,Western,1,1951,2,1,1928,1924,NL,1
d8c41339,NL,1,NL,NL,0,Western,1,1994,2,1,1968,1969,NL,1
d8cb6a95,France,2,France,NL,1,Western,1,1983,2,1,1951,1944,France,0
d8d12b57,NL,2,NL,NL,0,Western,2,1963,2,1,1925,1927,NL,1
d8e8155e,NL,1,France,NL,1,Western,1,1963,2,1,1932,1929,NL,1
d8e87a86,NL,1,NL,NL,0,Western,1,1986,2,1,1964,1955,NL,1
d8e8ab20,France,2,France,NL,1,Western,0,1982,2,1,1946,1955,France,0
d8e99219,France,2,NL,NL,0,Western,1,1956,2,1,1929,1931,France,0
d8ec8111,NL,1,NL,NL,0,Western,1,1969,2,1,1933,1937,NL,1
d8f0d63a,NL,2,NL,NL,0,Western,1,1955,2,1,1921,1918,NL,1
d8f47e2b,NL,2,France,NL,1,Western,1,1990,2,1,1959,1952,NL,1
d8f5f329,Egypt,2,NL,France,1,Non-Western,2,1965,2,1,1936,1927,Egypt,0
d8fd0cf4,NL,1,NL,US,1,Western,1,1988,2,1,1962,1953,NL,1
d9035357,NL,2,NL,US,1,Western,1,1998,2,1,1960,1961,NL,1
d9065034,NL,2,NL,NL,0,Western,2,1962,2,1,1923,1930,NL,1
d906fdbc,NL,1,NL,NL,0,Western,0,1985,2,1,1961,1960,NL,1
d90a90c7,NL,1,France,NL,1,Western,0,1994,2,1,1972,1961,NL,1
d90c2628,NL,1,NL,US,1,Western,0,1950,2,1,1917,1923,NL,1
d91738d4,NL,2,NL,NL,0,Western,1,1991,2,1,1970,1969,NL,1
d918a2b8,NL,1,France,NL,1,Western,2,1984,2,1,1945,1956,NL,1
d91ff16e,NL,1,NL,France,1,Western,1,1994,1,1,1955,1974,NL,1
d92e08e2,NL,1,NL,NL,0,Western,1,1998,2,1,1976,1972,NL,1
d94a1d9a,France,1,NL,NL,0,Western,1,1959,2,1,1923,1923,France,0
d94d686b,NL,2,NL,France,1,Western,0,1999,2,1,1962,1960,NL,1
d954d001,France,2,NL,NL,0,Western,1,1957,2,1,1933,1937,France,0
d95542cc,US,2,NL,NL,0,Western,1,1964,2,1,1925,1942,US,0
d95d8a6d,NL,2,NL,NL,0,Western,2,1962,2,1,1923,1940,NL,1
d9633258,NL,2,NL,France,1,Western,0,1980,2,1,1959,1945,NL,1
d974f904,NL,1,NL,NL,0,Western,2,1993,2,1,1956,1970,NL,1
d9785374,US,2,NL,NL,0,Western,0,1961,2,1,1925,1927,US,0
d978779f,NL,1,Egypt,NL,1,Western,2,1986,2,1,1954,1950,NL,1
d98435ef,France,1,NL,NL,0,Western,1,1953,2,1,1917,1919,France,0
d987aa57,NL,1,NL,NL,0,Western,2,1988,2,1,1965,1954,NL,1
d98d08c0,NL,1,NL,US,1,Western,2,1952,2,1,1915,1916,NL,1
d992f4b3,US,2,NL,NL,0,Western,0,1982,2,1,1945,1945,US,0
d996d930,US,1,NL,NL,0,Western,0,1950,2,1,1911,1913,US,0
d999bd4e,NL,2,NL,NL,0,Western,1,1952,2,1,1930,1928,NL,1
d99ceddb,France,1,NL,NL,0,Western,0,1967,2,1,1941,1933,France,0
d9afe213,France,2,US,NL,1,Western,2,1957,2,1,1920,1935,France,0
d9b574fb,NL,1,France,France,2,Western,2,1952,2,1,1929,1917,NL,1
d9b75d38,NL,2,NL,NL,0,Western,0,1969,2,1,1942,1947,NL,1
d9b8c942,France,1,NL,France,1,Western,0,1984,2,1,1954,1956,France,0
d9bc10c5,France,-,NL,NL,0,Western,2,1984,2,1,1946,1947,France,0
d9c4b678,NL,1,NL,NL,0,Western,1,1981,2,1,1947,1942,NL,1
d9c8ad79,NL,1,NL,France,1,Western,2,1969,2,1,1944,1948,NL,1
d9ca474e,NL,1,NL,NL,0,Western,1,1986,2,1,1965,1966,NL,1
d9cbac61,NL,2,France,NL,1,Western,0,1965,2,1,1934,1930,NL,1
d9d2da18,NL,1,NL,France,1,Western,0,1957,2,1,1921,1929,NL,1
d9df9b30,NL,1,NL,NL,0,Western,1,1980,2,1,1952,1954,NL,1
d9e39ede,NL,1,NL,NL,0,Western,2,1952,2,1,1918,1918,NL,1
d9e707c1,NL,2,France,France,2,Western,2,1993,2,1,1970,1964,NL,1
d9ea7dfa,NL,1,NL,NL,0,Western,2,1967,2,1,1943,1932,NL,1
d9f3bf8f,NL,2,France,France,2,Western,2,1984,2,1,1945,1950,NL,1
da041413,NL,1,NL,NL,0,Western,1,1984,2,1,1964,1957,NL,1
da066823,NL,2,NL,NL,0,Western,0,1964,2,1,1930,1927,NL,1
da09929e,NL,1,US,Egypt,2,Western,0,1956,2,1,1922,1928,NL,1
da0c74ec,NL,1,NL,NL,0,Western,2,1981,2,1,1942,1956,NL,1
da0f962d,NL,1,NL,US,1,Western,0,1950,2,1,1917,1922,NL,1
da123ecf,France,1,France,France,2,Western,1,1983,2,1,1954,1963,France,0
da174f6f,NL,1,NL,NL,0,Western,2,1992,2,1,1971,1968,NL,1
da22352b,NL,1,NL,France,1,Western,0,1994,2,1,1971,1959,NL,1
da260942,NL,2,France,France,2,Western,1,1961,2,1,1925,1938,NL,1
da28b961,NL,1,NL,France,1,Western,1,1986,2,1,1951,1961,NL,1
da2a8b8a,NL,1,NL,NL,0,Western,2,1950,2,1,1924,1912,NL,1
da2dae0e,NL,2,NL,NL,0,Western,0,1952,2,1,1920,1922,NL,1
da32ff8d,NL,2,NL,France,1,Western,1,1966,2,1,1936,1935,NL,1
da37b8c2,NL,2,France,France,2,Western,0,1954,2,1,1923,1915,NL,1
da37c27a,NL,1,NL,NL,0,Western,1,1983,2,1,1957,1955,NL,1
da3f60ae,NL,1,NL,NL,0,Western,0,1986,2,1,1957,1947,NL,1
da47f218,NL,1,France,NL,1,Western,2,1957,2,1,1921,1928,NL,1
da4b2d14,NL,2,NL,NL,0,Western,1,1969,2,1,1947,1932,NL,1
da4b80cb,Egypt,1,NL,NL,0,Non-Western,2,1952,2,1,1931,1917,Egypt,0
da4c9fca,NL,2,NL,NL,0,Western,1,1991,2,1,1971,1968,NL,1
da4dd9ff,NL,2,NL,NL,0,Western,1,1999,2,1,1968,1960,NL,1
da57c9c5,NL,1,NL,NL,0,Western,1,1989,2,1,1969,1967,NL,1
da5c7234,NL,1,France,NL,1,Western,1,1959,2,1,1934,1939,NL,1
da66edfa,France,1,NL,NL,0,Western,1,1950,2,1,1914,1923,France,0
da6769aa,NL,2,NL,NL,0,Western,1,1986,2,1,1955,1955,NL,1
da6df1cf,NL,1,NL,France,1,Western,0,1989,2,1,1950,1966,NL,1
da7514fb,NL,2,France,France,2,Western,0,1962,2,1,1923,1927,NL,1
da77f4fa,NL,2,NL,France,1,Western,2,1964,2,1,1942,1934,NL,1
da7a4239,NL,2,France,NL,1,Western,1,1980,2,1,1953,1954,NL,1
da7c83e6,NL,1,NL,NL,0,Western,2,1952,2,1,1927,1920,NL,1
da7f160a,France,1,NL,US,1,Western,1,1950,2,1,1920,1922,France,0
da887a24,France,-,NL,NL,0,Western,0,1950,2,1,1930,1916,France,0
da8a0d0e,Egypt,2,NL,NL,0,Non-Western,2,1986,2,1,1952,1966,Egypt,0
da8d8dd3,NL,1,NL,NL,0,Western,0,1986,2,1,1965,1955,NL,1
da8db3d8,NL,2,NL,NL,0,Western,0,1988,2,1,1957,1963,NL,1
da901b6e,NL,1,France,NL,1,Western,2,1957,2,1,1934,1931,NL,1
da9ace39,France,2,NL,NL,0,Western,1,1951,2,1,1929,1928,France,0
da9cf5f0,NL,2,NL,NL,0,Western,1,1982,2,1,1952,1956,NL,1
da9d0725,Egypt,1,NL,NL,0,Non-Western,1,1966,2,1,1931,1933,Egypt,0
da9d4c29,NL,2,NL,NL,0,Western,1,1959,2,1,1933,1934,NL,1
daaf0ca5,France,2,NL,NL,0,Western,0,1988,2,1,1963,1961,France,0
dab6f74a,NL,1,NL,NL,0,Western,0,1962,2,1,1937,1925,NL,1
dab830b2,NL,1,NL,NL,0,Western,2,1951,2,1,1929,1930,NL,1
dab92621,NL,2,NL,NL,0,Western,1,1993,2,1,1967,1972,NL,1
dabc57a1,NL,2,NL,NL,0,Western,2,1964,2,1,1937,1942,NL,1
dabf7daa,NL,2,NL,NL,0,Western,1,1980,2,1,1959,1953,NL,1
dac1ff54,France,1,NL,France,1,Western,0,1960,2,1,1925,1925,France,0
dac52eb9,NL,1,NL,US,1,Western,1,1963,2,1,1930,1929,NL,1
dacf3059,NL,2,NL,France,1,Western,2,1965,2,1,1942,1936,NL,1
dacf941b,France,2,NL,NL,0,Western,1,1957,2,1,1918,1935,France,0
dad63ffd,NL,2,NL,NL,0,Western,0,1969,1,1,1946,1932,NL,1
dadec196,France,1,NL,NL,0,Western,0,1988,-,1,1963,1954,France,0
dae177a0,NL,2,NL,US,1,Western,0,1981,2,1,1960,1944,NL,1
daea7364,France,1,France,NL,1,Western,2,1968,2,1,1930,1932,France,0
daed0194,NL,1,NL,France,1,Western,2,1958,2,1,1928,1926,NL,1
daf41c28,NL,2,NL,Egypt,1,Western,0,1959,2,1,1938,1934,NL,1
dafa2a29,NL,1,NL,NL,0,Western,1,1950,2,1,1919,1926,NL,1
db0296a1,NL,2,NL,France,1,Western,2,1964,2,1,1931,1935,NL,1
db074482,NL,2,NL,France,1,Western,1,1966,2,1,1944,1936,NL,1
db0e7a4a,NL,1,NL,NL,0,Western,0,1967,2,1,1937,1933,NL,1
db0f6287,NL,1,NL,NL,0,Western,2,1988,2,1,1958,1961,NL,1
db124255,NL,2,NL,NL,0,Western,1,1968,2,1,1929,1940,NL,1
db1f6ec6,NL,1,NL,NL,0,Western,2,1968,2,1,1943,1939,NL,1
db41fa59,France,2,US,France,2,Western,0,1968,2,1,1941,1938,France,0
db452b2c,NL,1,NL,NL,0,Western,1,1989,2,1,1966,1958,NL,1
db45528d,France,2,NL,NL,0,Western,2,1954,2,1,1925,1922,France,0
db49e7dd,NL,2,France,NL,1,Western,2,1984,2,1,1961,1949,NL,1
db541c7e,NL,2,France,NL,1,Western,0,1959,2,1,1926,1920,NL,1
db56e9ca,France,1,NL,NL,0,Western,1,1962,2,1,1929,1941,France,0
db59dfe8,NL,2,NL,NL,0,Western,2,1970,2,1,1934,1949,NL,1
db5d334c,NL,2,NL,NL,0,Western,1,1988,2,1,1960,1961,NL,1
db5d87db,NL,1,NL,NL,0,Western,0,1967,2,1,1942,1930,NL,1
db5e6026,NL,2,NL,NL,0,Western,1,1996,2,1,1970,1958,NL,1
db5fbe49,NL,2,France,NL,1,Western,1,1987,2,1,1955,1958,NL,1
db6065ae,NL,1,US,NL,1,Western,2,1953,2,1,1933,1920,NL,1
db633951,NL,2,NL,France,1,Western,2,1986,2,1,1956,1947,NL,1
db6935dd,NL,2,NL,US,1,Western,0,1995,2,1,1973,1963,NL,1
db70b667,NL,1,NL,NL,0,Western,1,1964,2,1,1936,1929,NL,1
db7c0b20,NL,1,US,NL,1,Western,1,1988,2,1,1965,1955,NL,1
db7c7593,NL,1,US,NL,1,Western,2,1955,2,1,1918,1916,NL,1
db7d0fcf,NL,2,NL,NL,0,Western,0,1963,2,1,1939,1928,NL,1
db83cef8,France,2,NL,NL,0,Western,2,1954,2,1,1926,1917,France,0
db87b791,NL,1,NL,NL,0,Western,0,1991,2,1,1960,1953,NL,1
db882dfc,NL,2,NL,NL,0,Western,0,1956,2,1,1925,1934,NL,1
db92cb0c,NL,1,NL,France,1,Western,2,1991,2,1,1955,1952,NL,1
db946014,NL,2,NL,NL,0,Western,-,1987,2,1,1966,1966,NL,1
dba9a38b,NL,1,NL,NL,0,Western,2,1960,2,1,1925,1923,NL,1
dbac0d1c,NL,2,NL,NL,0,Western,2,1959,2,1,1923,1931,NL,1
dbaf3ff3,NL,2,NL,NL,0,Western,2,1985,2,1,1964,1951,NL,1
dbb567dc,NL,2,France,NL,1,Western,1,1965,2,1,1935,1944,NL,1
dbc01811,NL,1,France,NL,1,Western,1,1957,2,1,1930,1936,NL,1
dbce9efd,France,1,NL,France,1,Western,1,1962,2,1,1939,1941,France,0
dbcf1ed4,NL,1,NL,NL,0,Western,2,1983,2,1,1959,1951,NL,1
dbd39748,NL,2,France,France,2,Western,2,1963,2,1,1932,1926,NL,1
dbd66dc7,NL,2,NL,NL,0,Western,2,1954,2,1,1929,1915,NL,1
dbd6f6a7,NL,1,France,France,2,Western,1,1987,2,1,1952,1962,NL,1
dbd9c031,NL,1,NL,NL,0,Western,-,1980,2,1,1947,1954,NL,1
dbdaa700,NL,2,NL,NL,0,Western,2,1986,2,1,1966,1956,NL,1
dbe17bf3,NL,2,NL,US,1,Western,0,1999,2,1,1977,1977,NL,1
dbe2d5a3,NL,1,France,NL,1,Western,0,1991,2,1,1952,1953,NL,1
dbe579e7,NL,2,NL,France,1,Western,0,1996,2,1,1959,1958,NL,1
dbe5fdd3,NL,2,NL,France,1,Western,1,1997,2,1,1977,1962,NL,1
dbefe904,NL,1,NL,NL,0,Western,1,1950,2,2,1919,1916,NL,1
dbf3e79e,France,2,France,NL,1,Western,0,1961,2,1,1933,1923,France,0
dc001fa2,NL,2,NL,NL,0,Western,1,1990,2,1,1966,1962,NL,1
dc0a2f34,NL,1,NL,NL,0,Western,1,1965,2,1,1938,1935,NL,1
dc0a3b20,France,2,France,France,2,Western,0,1989,2,1,1954,1953,France,0
dc0c2981,NL,1,France,NL,1,Western,0,1952,2,1,1918,1932,NL,1
dc13b5ba,NL,2,NL,France,1,Western,0,1987,2,1,1965,1961,NL,1
dc1426e0,NL,1,NL,NL,0,Western,2,1987,-,1,1951,1962,NL,1
dc15c06c,NL,1,France,France,2,Western,2,1959,2,1,1939,1938,NL,1
dc1688dd,NL,1,NL,France,1,Western,1,1953,2,1,1930,1920,NL,1
dc179d73,NL,2,NL,NL,0,Western,0,1967,2,1,1932,1931,NL,1
dc1b3857,NL,1,NL,NL,0,Western,1,1950,2,1,1914,1912,NL,1
dc1e8745,France,2,NL,France,1,Western,1,1988,2,1,1960,1951,France,0
dc1eb86d,NL,1,US,NL,1,Western,1,1988,2,1,1960,1966,NL,1
dc1f4d76,NL,1,NL,NL,0,Western,1,1982,2,1,1953,1945,NL,1
dc2426f0,NL,1,NL,NL,0,Western,2,1970,2,1,1950,1942,NL,1
dc2945b9,NL,1,NL,France,1,Western,1,1963,2,1,1927,1930,NL,1
dc2bd5fa,France,2,NL,NL,0,Western,2,1990,2,1,1956,1961,France,0
dc2dedaa,NL,1,NL,US,1,Western,2,1985,2,1,1963,1960,NL,1
dc34417a,France,1,France,NL,1,Western,2,1963,2,1,1928,1932,France,0
dc47084b,NL,2,Egypt,NL,1,Western,1,1995,2,1,1965,1965,NL,1
dc48b196,NL,2,NL,France,1,Western,2,1954,2,1,1922,1925,NL,1
dc52e3fe,NL,2,NL,NL,0,Western,0,1969,2,1,1930,1943,NL,1
dc58167d,US,2,NL,NL,0,Western,1,1960,2,1,1935,1938,US,0
