HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
08af5dc9,couple with children,b8432ead,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,4bfb08e0,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,e2df154c,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
d24d2d17,couple with children,254f7859,partner in couple with children,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
d24d2d17,couple with children,30197924,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
d24d2d17,couple with children,f99b413e,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
d24d2d17,couple with children,caffcfd9,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
d24d2d17,couple with children,36677213,partner in couple with children,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
d24d2d17,couple with children,442f923d,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
ddeecec6,couple with children,c15e4cb4,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,c2d3fb66,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,98070944,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
24948429,single person household,a1e63301,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
3a7629b9,single parent household,cc497336,parent in single parent household,1,5,1998-01-01,1999-01-01,1,4,,--,,--
3a7629b9,single parent household,55a4503d,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
3a7629b9,single parent household,c32be144,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
3a7629b9,single parent household,83848be9,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
3a7629b9,single parent household,1907522b,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
5e5f17bb,couple with children,cc883317,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
5e5f17bb,couple with children,b8b85917,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
5e5f17bb,couple with children,437acb0e,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
fd6a5e52,couple with children,120a256a,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
fd6a5e52,couple with children,887cd01c,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
fd6a5e52,couple with children,b57a12e3,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
fd6a5e52,couple with children,35273ddb,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
4eaf4b3d,couple with children,a58f8773,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
4eaf4b3d,couple with children,a9998b37,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
4eaf4b3d,couple with children,ba137b3d,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
c6187a91,couple with children,461f62ba,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
c6187a91,couple with children,20a30672,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
c6187a91,couple with children,77b6a3cb,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
c6187a91,couple with children,028d61a1,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
1c1e92e3,single person household,8f260525,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
30aed750,couple with children,1cefb90b,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,c87c7eb3,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,9601a3b6,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
07a30e39,couple with children,2ae09b76,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,88285fb4,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,09f7a651,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,ecc584e2,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
189fd3f7,single person household,9c7fae3a,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
9cf2a509,single parent household,1610981e,parent in single parent household,0,2,1998-01-01,1999-01-01,1,1,,--,,--
9cf2a509,single parent household,61afa796,child living at home,0,2,1998-01-01,1999-01-01,1,1,,--,,--
50a82ac0,couple with children,37aba74f,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
50a82ac0,couple with children,b0a21246,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
50a82ac0,couple with children,60a59d38,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
3ca86d23,couple with children,af1b4a1b,partner in couple with children,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,6d9cc4bb,partner in couple with children,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,d35cf72b,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,0b2f1798,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,17250469,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,0dd786a4,child living at home,1,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
bdab68c0,couple with children,a553b7f9,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,916b9948,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,ec2e126b,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
208bf2ca,single parent household,fde16b96,parent in single parent household,1,3,1998-01-01,1999-01-01,1,2,,--,,--
208bf2ca,single parent household,65a2e8d1,child living at home,1,3,1998-01-01,1999-01-01,1,2,,--,,--
208bf2ca,single parent household,ea0c9001,child living at home,1,3,1998-01-01,1999-01-01,1,2,,--,,--
f36523be,single person household,853fe91f,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
c486e628,couple with children,803211ef,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
c486e628,couple with children,90d5c62a,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
c486e628,couple with children,9ddc42d7,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
f4ae0934,couple with children,74fdfb73,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
f4ae0934,couple with children,34c3bf80,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
f4ae0934,couple with children,431cea40,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
f4ae0934,couple with children,8f30630d,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
65b9c242,couple with children,bc90f08b,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,9e0c9697,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,eb1e611e,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
90052fae,couple with children,f39962d5,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
90052fae,couple with children,92ad9e37,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
90052fae,couple with children,f685e86d,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
c2833ee0,single person household,ca5c5e48,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
07b6c9be,single person household,2bbc5d88,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
9e61a76c,single parent household,860ec335,parent in single parent household,0,4,1998-01-01,1999-01-01,1,3,,--,,--
9e61a76c,single parent household,befc15c9,child living at home,0,4,1998-01-01,1999-01-01,1,3,,--,,--
9e61a76c,single parent household,9b083d70,child living at home,0,4,1998-01-01,1999-01-01,1,3,,--,,--
9e61a76c,single parent household,219f0ee6,child living at home,0,4,1998-01-01,1999-01-01,1,3,,--,,--
23ef24a3,couple with children,1e5842ee,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
23ef24a3,couple with children,61243c95,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
23ef24a3,couple with children,93c3b503,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
7d9ef18c,couple with children,de5b3581,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
7d9ef18c,couple with children,02dae9b3,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
7d9ef18c,couple with children,ceb688ab,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
7d9ef18c,couple with children,6b9bb414,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
7d9ef18c,couple with children,a97ae209,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
7d9ef18c,couple with children,7c903c8b,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
7d9ef18c,couple with children,57c99fa1,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
e0dde0cb,single person household,f901aeea,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
0fc8faa3,single parent household,4f3a8f30,parent in single parent household,0,2,1998-01-01,1999-01-01,1,1,,--,,--
0fc8faa3,single parent household,c198ade7,child living at home,0,2,1998-01-01,1999-01-01,1,1,,--,,--
ae909ab2,couple with children,bbe7343e,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
ae909ab2,couple with children,7cdf5a71,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
ae909ab2,couple with children,aed2a2ca,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
ae909ab2,couple with children,4ab1d7f3,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
4f0e0564,couple with children,38f180e6,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
4f0e0564,couple with children,2e738989,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
4f0e0564,couple with children,323b1c85,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,edecd5f5,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,683b88f2,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,16f92055,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
dd2f4c03,couple with children,c6a4c67e,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
dd2f4c03,couple with children,738e4b52,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
dd2f4c03,couple with children,11590e61,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
43558405,couple with children,247fbc76,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
43558405,couple with children,df16a0df,partner in couple with children,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
43558405,couple with children,f531984b,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
43558405,couple with children,3d190e9d,child living at home,0,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
13492572,couple with children,7be701c2,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
13492572,couple with children,d5bd699f,partner in couple with children,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
13492572,couple with children,ddd88a26,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
13492572,couple with children,62058e8a,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
13492572,couple with children,65fbc6a1,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
13492572,couple with children,13cf5fcd,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
13492572,couple with children,ac8b356f,child living at home,0,7,1998-01-01,1999-01-01,2,5,2015.0,01,2010.0,05
042aa557,couple with children,37490794,partner in couple with children,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,b26b57de,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,dd318db8,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,5f2120dd,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,04944dda,partner in couple with children,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,1d4d2171,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,1a55e142,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,03c6605f,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,6c41c19b,partner in couple with children,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,4ab62457,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,99bafd58,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,d6a8c905,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,79de4813,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,67254760,partner in couple with children,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,6566547b,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,396388ef,child living at home,1,8,1998-01-01,1999-01-01,2,6,2015.0,01,2010.0,05
80bf8a50,couple with children,a514d4f3,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
80bf8a50,couple with children,1ee23966,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
80bf8a50,couple with children,2e4a5aa7,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
80bf8a50,couple with children,81a8ea3b,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
fe4bd453,couple with children,d5eae13d,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,7b44a300,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,6cce39de,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,d9b62737,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,ed2760e4,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
a6356b00,couple with children,677fc918,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
a6356b00,couple with children,203f72e6,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
a6356b00,couple with children,057ba9b9,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
d1a3f6da,couple with children,8cd4678b,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
d1a3f6da,couple with children,d1ccc4c3,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
d1a3f6da,couple with children,f80f49ed,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
55435dbf,couple with children,504039d3,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
55435dbf,couple with children,1c0cf745,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
55435dbf,couple with children,ac9bbba4,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
03f2a835,single person household,3ecfc7de,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
d5475802,couple with children,072ccdc5,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
d5475802,couple with children,c287df82,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
d5475802,couple with children,f0a19adc,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
d5475802,couple with children,9ce02f22,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
0e1d9545,couple with children,73714a86,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
0e1d9545,couple with children,0f66bec7,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
0e1d9545,couple with children,870e1532,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
0e1d9545,couple with children,83d3fd5c,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
0e1d9545,couple with children,77728c3f,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
85de54be,couple with children,0fab8cd4,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
85de54be,couple with children,201b0565,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
85de54be,couple with children,c8b709bc,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
a579f418,couple without children,9474d614,partner in couple without children,1,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
a579f418,couple without children,fbbcb456,partner in couple without children,1,2,1998-01-01,1999-01-01,2,0,2015.0,01,2010.0,05
4dfb7df9,couple with children,f47b6fce,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
4dfb7df9,couple with children,17184c4d,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
4dfb7df9,couple with children,52ba2d04,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
dd2d6eaa,single person household,b31cdcdb,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
189a8f87,single parent household,2ba7c873,parent in single parent household,1,5,1998-01-01,1999-01-01,1,4,,--,,--
189a8f87,single parent household,563983b6,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
189a8f87,single parent household,ba1c5bc0,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
189a8f87,single parent household,f7117412,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
189a8f87,single parent household,c5fcc4f8,child living at home,1,5,1998-01-01,1999-01-01,1,4,,--,,--
8c956c29,couple with children,7ea2119e,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
8c956c29,couple with children,5f17663d,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
8c956c29,couple with children,2f0335cb,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
759c0a93,single parent household,741b384b,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
759c0a93,single parent household,a4c87342,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
196265ee,single person household,3021edf4,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
7d97b9f0,single parent household,cd698d09,parent in single parent household,0,2,1998-01-01,1999-01-01,1,1,,--,,--
7d97b9f0,single parent household,75a3339c,child living at home,0,2,1998-01-01,1999-01-01,1,1,,--,,--
062e49e9,single parent household,a5d88020,parent in single parent household,1,4,1998-01-01,1999-01-01,1,3,,--,,--
062e49e9,single parent household,4551f63c,child living at home,1,4,1998-01-01,1999-01-01,1,3,,--,,--
062e49e9,single parent household,1a42e2e9,child living at home,1,4,1998-01-01,1999-01-01,1,3,,--,,--
062e49e9,single parent household,f5126b48,child living at home,1,4,1998-01-01,1999-01-01,1,3,,--,,--
4f087b3d,couple with children,c70f17db,partner in couple with children,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,94c7184b,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,2ecb427e,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,b45bb496,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,d3229821,child living at home,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,e3ee2e3d,partner in couple with children,0,6,1998-01-01,1999-01-01,2,4,2015.0,01,2010.0,05
55bdc77e,single parent household,ad20a108,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
55bdc77e,single parent household,59eef06d,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
0dc2dd55,couple with children,972eff55,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0dc2dd55,couple with children,5e610014,partner in couple with children,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
0dc2dd55,couple with children,2d457d5f,child living at home,1,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
81dc7733,couple with children,a89314ac,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
81dc7733,couple with children,9554b54a,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
81dc7733,couple with children,b8d0c87e,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
81dc7733,couple with children,c5385471,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
100e7e07,couple with children,761df28c,partner in couple with children,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,0e30c262,child living at home,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,87262451,child living at home,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,8d478736,partner in couple with children,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,242743fd,child living at home,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
890f5cfe,single parent household,d5268abb,parent in single parent household,0,3,1998-01-01,1999-01-01,1,2,,--,,--
890f5cfe,single parent household,2d1ba0a5,child living at home,0,3,1998-01-01,1999-01-01,1,2,,--,,--
890f5cfe,single parent household,1db438e4,child living at home,0,3,1998-01-01,1999-01-01,1,2,,--,,--
1db0cd85,couple with children,c2921c9d,partner in couple with children,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
1db0cd85,couple with children,4d5f864d,child living at home,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
1db0cd85,couple with children,934a8721,partner in couple with children,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
1db0cd85,couple with children,e9e764db,child living at home,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
1db0cd85,couple with children,73123b04,child living at home,0,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
ddf33ad3,couple with children,28a097ab,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
ddf33ad3,couple with children,2707d4e0,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
ddf33ad3,couple with children,21ecd92b,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
ddf33ad3,couple with children,0d302242,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
9b284cc0,single person household,678c09b8,single person,1,1,1998-01-01,1999-01-01,1,0,,--,,--
d35c144a,single person household,c85b38d8,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
8a39017e,couple with children,56b25cd7,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
8a39017e,couple with children,d13d415e,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
8a39017e,couple with children,99cb489e,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
8a39017e,couple with children,73f902fd,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
8a39017e,couple with children,ff6b9882,child living at home,1,5,1998-01-01,1999-01-01,2,3,2015.0,01,2010.0,05
67096a79,single person household,cf188e9e,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
98494c83,single parent household,d487548b,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
98494c83,single parent household,7d668906,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
23ae98aa,couple with children,6c7764d8,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
23ae98aa,couple with children,678a040d,partner in couple with children,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
23ae98aa,couple with children,d31bbf1c,child living at home,0,3,1998-01-01,1999-01-01,2,1,2015.0,01,2010.0,05
1b10bc97,single parent household,841030bd,parent in single parent household,1,2,1998-01-01,1999-01-01,1,1,,--,,--
1b10bc97,single parent household,7419b1d5,child living at home,1,2,1998-01-01,1999-01-01,1,1,,--,,--
31906139,couple with children,6683d80c,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
31906139,couple with children,f435ebc1,partner in couple with children,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
31906139,couple with children,d9eda59d,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
31906139,couple with children,2061558e,child living at home,1,4,1998-01-01,1999-01-01,2,2,2015.0,01,2010.0,05
71959c97,single person household,3f4b9328,single person,0,1,1998-01-01,1999-01-01,1,0,,--,,--
