,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,EVENT,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH,hierarchy,ID_list_child living at home,ID_list_parent in single parent household,ID_list_partner in couple with children,ID_list_partner in couple without children,ID_list_single person
2279,be18f8be,couple with children,5d71be0c,partner in couple with children,1,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1997-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
2280,be18f8be,couple with children,ca9fd164,child living at home,1,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1997-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
2281,be18f8be,couple with children,f435ebc1,child living at home,1,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1997-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
2282,be18f8be,couple with children,d487548b,partner in couple with children,1,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1997-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
2283,be18f8be,couple with children,99cb489e,child living at home,1,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1997-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
2284,be18f8be,couple with children,ee10e42b,child living at home,1,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1997-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
2285,7a53a3c6,couple with children,73f902fd,partner in couple with children,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2286,7a53a3c6,couple with children,ff6b9882,child living at home,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2287,7a53a3c6,couple with children,841030bd,child living at home,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2288,7a53a3c6,couple with children,cf188e9e,child living at home,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2289,7a53a3c6,couple with children,678a040d,partner in couple with children,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2290,7a53a3c6,couple with children,359722c1,child living at home,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2291,7a53a3c6,couple with children,f069856a,child living at home,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2292,7a53a3c6,couple with children,6fabb65e,child living at home,1,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1997-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
2293,fd744db8,single person household,19fb8f76,single person,1,1,1997-01-01,1998-01-01,1,0,breakup,,--,,--,fd744db8_1997-01-01,,,,,['19fb8f76']
2294,5784b6c3,single person household,d13d415e,single person,0,1,1997-01-01,1998-01-01,1,0,breakup,,--,,--,5784b6c3_1997-01-01,,,,,['d13d415e']
2295,4f087b3d,couple with children,a89314ac,partner in couple with children,1,5,1997-01-01,1998-01-01,2,3,nothing,2015.0,01,2010.0,05,4f087b3d_1997-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
2296,4f087b3d,couple with children,77728c3f,child living at home,1,5,1997-01-01,1998-01-01,2,3,nothing,2015.0,01,2010.0,05,4f087b3d_1997-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
2297,4f087b3d,couple with children,c338ceb1,partner in couple with children,1,5,1997-01-01,1998-01-01,2,3,nothing,2015.0,01,2010.0,05,4f087b3d_1997-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
2298,4f087b3d,couple with children,3f4b9328,child living at home,1,5,1997-01-01,1998-01-01,2,3,nothing,2015.0,01,2010.0,05,4f087b3d_1997-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
2299,4f087b3d,couple with children,6683d80c,child living at home,1,5,1997-01-01,1998-01-01,2,3,nothing,2015.0,01,2010.0,05,4f087b3d_1997-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
2300,61480eab,single person household,20196197,single person,0,1,1997-01-01,1998-01-01,1,0,nothing,,--,,--,61480eab_1997-01-01,,,,,['20196197']
2301,ccf68517,single parent household,d7aa5f87,parent in single parent household,1,3,1997-01-01,1998-01-01,1,2,nothing,,--,,--,ccf68517_1997-01-01,"['91a48532', '46b505a6']",['d7aa5f87'],,,
2302,ccf68517,single parent household,91a48532,child living at home,1,3,1997-01-01,1998-01-01,1,2,nothing,,--,,--,ccf68517_1997-01-01,"['91a48532', '46b505a6']",['d7aa5f87'],,,
2303,ccf68517,single parent household,46b505a6,child living at home,1,3,1997-01-01,1998-01-01,1,2,nothing,,--,,--,ccf68517_1997-01-01,"['91a48532', '46b505a6']",['d7aa5f87'],,,
2304,f83ce818,single parent household,a065a60e,parent in single parent household,0,2,1997-01-01,1998-01-01,1,1,nothing,,--,,--,f83ce818_1997-01-01,['70d39b86'],['a065a60e'],,,
2305,f83ce818,single parent household,70d39b86,child living at home,0,2,1997-01-01,1998-01-01,1,1,nothing,,--,,--,f83ce818_1997-01-01,['70d39b86'],['a065a60e'],,,
2306,31906139,couple with children,d9eda59d,partner in couple with children,0,4,1997-01-01,1998-01-01,2,2,couple_formed,2015.0,01,2010.0,05,31906139_1997-01-01,"['442f923d', '9b006199']",,"['d9eda59d', 'd1e4b544']",,
2307,31906139,couple with children,d1e4b544,partner in couple with children,0,4,1997-01-01,1998-01-01,2,2,couple_formed,2015.0,01,2010.0,05,31906139_1997-01-01,"['442f923d', '9b006199']",,"['d9eda59d', 'd1e4b544']",,
2308,31906139,couple with children,442f923d,child living at home,0,4,1997-01-01,1998-01-01,2,2,couple_formed,2015.0,01,2010.0,05,31906139_1997-01-01,"['442f923d', '9b006199']",,"['d9eda59d', 'd1e4b544']",,
2309,31906139,couple with children,9b006199,child living at home,0,4,1997-01-01,1998-01-01,2,2,couple_formed,2015.0,01,2010.0,05,31906139_1997-01-01,"['442f923d', '9b006199']",,"['d9eda59d', 'd1e4b544']",,
2310,890f5cfe,couple with children,c8625a2a,partner in couple with children,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2311,890f5cfe,couple with children,56f21f55,child living at home,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2312,890f5cfe,couple with children,8e4c24e7,child living at home,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2313,890f5cfe,couple with children,ce9427ee,child living at home,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2314,890f5cfe,couple with children,d2e93468,partner in couple with children,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2315,890f5cfe,couple with children,1907522b,child living at home,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2316,890f5cfe,couple with children,f00c3ee0,child living at home,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2317,890f5cfe,couple with children,5dd54cbc,child living at home,0,8,1997-01-01,1998-01-01,2,6,nothing,2015.0,01,2010.0,05,890f5cfe_1997-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
2318,75dc3159,single person household,79de4813,single person,0,1,1997-01-01,1998-01-01,1,0,breakup,,--,,--,75dc3159_1997-01-01,,,,,['79de4813']
2319,ea1d5d78,single parent household,ea0c9001,parent in single parent household,1,3,1997-01-01,1998-01-01,1,2,breakup,,--,,--,ea1d5d78_1997-01-01,"['81a8ea3b', '35273ddb']",['ea0c9001'],,,
2320,ea1d5d78,single parent household,81a8ea3b,child living at home,1,3,1997-01-01,1998-01-01,1,2,breakup,,--,,--,ea1d5d78_1997-01-01,"['81a8ea3b', '35273ddb']",['ea0c9001'],,,
2321,ea1d5d78,single parent household,35273ddb,child living at home,1,3,1997-01-01,1998-01-01,1,2,breakup,,--,,--,ea1d5d78_1997-01-01,"['81a8ea3b', '35273ddb']",['ea0c9001'],,,
2322,d1a3f6da,couple with children,2e034bc2,partner in couple with children,0,3,1997-01-01,1998-01-01,2,1,child_born,2015.0,01,2010.0,05,d1a3f6da_1997-01-01,['4a77aa3c'],,"['2e034bc2', 'd3229821']",,
2323,d1a3f6da,couple with children,d3229821,partner in couple with children,0,3,1997-01-01,1998-01-01,2,1,child_born,2015.0,01,2010.0,05,d1a3f6da_1997-01-01,['4a77aa3c'],,"['2e034bc2', 'd3229821']",,
2324,d1a3f6da,couple with children,4a77aa3c,child living at home,0,3,1997-01-01,1998-01-01,2,1,child_born,2015.0,01,2010.0,05,d1a3f6da_1997-01-01,['4a77aa3c'],,"['2e034bc2', 'd3229821']",,
2325,98c789a8,couple with children,4332d9a0,partner in couple with children,1,4,1997-01-01,1998-01-01,2,2,nothing,2015.0,01,2010.0,05,98c789a8_1997-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
2326,98c789a8,couple with children,f5925e77,child living at home,1,4,1997-01-01,1998-01-01,2,2,nothing,2015.0,01,2010.0,05,98c789a8_1997-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
2327,98c789a8,couple with children,ed1382a2,child living at home,1,4,1997-01-01,1998-01-01,2,2,nothing,2015.0,01,2010.0,05,98c789a8_1997-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
2328,98c789a8,couple with children,ac9bbba4,partner in couple with children,1,4,1997-01-01,1998-01-01,2,2,nothing,2015.0,01,2010.0,05,98c789a8_1997-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
2329,6f4cea9d,couple with children,75a3339c,partner in couple with children,0,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,6f4cea9d_1997-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
2330,6f4cea9d,couple with children,b8d0c87e,partner in couple with children,0,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,6f4cea9d_1997-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
2331,6f4cea9d,couple with children,0889e4ba,child living at home,0,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,6f4cea9d_1997-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
2332,6f4cea9d,couple with children,9601a3b6,child living at home,0,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,6f4cea9d_1997-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
2333,6f4cea9d,couple with children,18c3875a,child living at home,0,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,6f4cea9d_1997-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
2334,6f4cea9d,couple with children,e96fe55e,child living at home,0,6,1997-01-01,1998-01-01,2,4,nothing,2015.0,01,2010.0,05,6f4cea9d_1997-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
2335,1b10bc97,single parent household,17f5c34f,parent in single parent household,0,4,1997-01-01,1998-01-01,1,3,nothing,,--,,--,1b10bc97_1997-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
2336,1b10bc97,single parent household,2c355d86,child living at home,0,4,1997-01-01,1998-01-01,1,3,nothing,,--,,--,1b10bc97_1997-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
2337,1b10bc97,single parent household,6c0cae68,child living at home,0,4,1997-01-01,1998-01-01,1,3,nothing,,--,,--,1b10bc97_1997-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
2338,1b10bc97,single parent household,c8b709bc,child living at home,0,4,1997-01-01,1998-01-01,1,3,nothing,,--,,--,1b10bc97_1997-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
2339,1db0cd85,couple with children,0cb80b58,partner in couple with children,0,3,1997-01-01,1998-01-01,2,1,nothing,2015.0,01,2010.0,05,1db0cd85_1997-01-01,['e11d0757'],,"['0cb80b58', '242743fd']",,
2340,1db0cd85,couple with children,e11d0757,child living at home,0,3,1997-01-01,1998-01-01,2,1,nothing,2015.0,01,2010.0,05,1db0cd85_1997-01-01,['e11d0757'],,"['0cb80b58', '242743fd']",,
2341,1db0cd85,couple with children,242743fd,partner in couple with children,0,3,1997-01-01,1998-01-01,2,1,nothing,2015.0,01,2010.0,05,1db0cd85_1997-01-01,['e11d0757'],,"['0cb80b58', '242743fd']",,
2342,322482e4,couple without children,5f17663d,partner in couple without children,0,2,1997-01-01,1998-01-01,2,0,nothing,2015.0,01,2010.0,05,322482e4_1997-01-01,,,,"['5f17663d', '61afa796']",
2343,322482e4,couple without children,61afa796,partner in couple without children,0,2,1997-01-01,1998-01-01,2,0,nothing,2015.0,01,2010.0,05,322482e4_1997-01-01,,,,"['5f17663d', '61afa796']",
2344,ed2b6967,single parent household,245acfda,parent in single parent household,0,5,1997-01-01,1998-01-01,1,4,nothing,,--,,--,ed2b6967_1997-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
2345,ed2b6967,single parent household,140ccda3,child living at home,0,5,1997-01-01,1998-01-01,1,4,nothing,,--,,--,ed2b6967_1997-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
2346,ed2b6967,single parent household,710c492f,child living at home,0,5,1997-01-01,1998-01-01,1,4,nothing,,--,,--,ed2b6967_1997-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
2347,ed2b6967,single parent household,24f5df1e,child living at home,0,5,1997-01-01,1998-01-01,1,4,nothing,,--,,--,ed2b6967_1997-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
2348,ed2b6967,single parent household,4ab1d7f3,child living at home,0,5,1997-01-01,1998-01-01,1,4,nothing,,--,,--,ed2b6967_1997-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
2349,71777820,couple with children,98070944,partner in couple with children,1,6,1997-01-01,1998-01-01,2,4,couple_formed,2015.0,01,2010.0,05,71777820_1997-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['98070944', 'd778175c']",,
2350,71777820,couple with children,d778175c,partner in couple with children,1,6,1997-01-01,1998-01-01,2,4,couple_formed,2015.0,01,2010.0,05,71777820_1997-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['98070944', 'd778175c']",,
2351,71777820,couple with children,ac9dc132,child living at home,1,6,1997-01-01,1998-01-01,2,4,couple_formed,2015.0,01,2010.0,05,71777820_1997-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['98070944', 'd778175c']",,
2352,71777820,couple with children,1eb88f50,child living at home,1,6,1997-01-01,1998-01-01,2,4,couple_formed,2015.0,01,2010.0,05,71777820_1997-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['98070944', 'd778175c']",,
2353,71777820,couple with children,9ddc42d7,child living at home,1,6,1997-01-01,1998-01-01,2,4,couple_formed,2015.0,01,2010.0,05,71777820_1997-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['98070944', 'd778175c']",,
2354,71777820,couple with children,17184c4d,child living at home,1,6,1997-01-01,1998-01-01,2,4,couple_formed,2015.0,01,2010.0,05,71777820_1997-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['98070944', 'd778175c']",,
2355,fc09c0ee,couple with children,e9e764db,partner in couple with children,1,4,1997-01-01,1998-01-01,2,2,child_born,2015.0,01,2010.0,05,fc09c0ee_1997-01-01,"['60a59d38', '9cec178e']",,"['e9e764db', '2ab990a8']",,
2356,fc09c0ee,couple with children,2ab990a8,partner in couple with children,1,4,1997-01-01,1998-01-01,2,2,child_born,2015.0,01,2010.0,05,fc09c0ee_1997-01-01,"['60a59d38', '9cec178e']",,"['e9e764db', '2ab990a8']",,
2357,fc09c0ee,couple with children,60a59d38,child living at home,1,4,1997-01-01,1998-01-01,2,2,child_born,2015.0,01,2010.0,05,fc09c0ee_1997-01-01,"['60a59d38', '9cec178e']",,"['e9e764db', '2ab990a8']",,
2358,fc09c0ee,couple with children,9cec178e,child living at home,1,4,1997-01-01,1998-01-01,2,2,child_born,2015.0,01,2010.0,05,fc09c0ee_1997-01-01,"['60a59d38', '9cec178e']",,"['e9e764db', '2ab990a8']",,
2359,8025da67,couple with children,2d457d5f,partner in couple with children,0,7,1997-01-01,1998-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1997-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
2360,8025da67,couple with children,2d1ba0a5,child living at home,0,7,1997-01-01,1998-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1997-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
2361,8025da67,couple with children,183ef5f3,child living at home,0,7,1997-01-01,1998-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1997-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
2362,8025da67,couple with children,e2df154c,child living at home,0,7,1997-01-01,1998-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1997-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
2363,8025da67,couple with children,028d61a1,child living at home,0,7,1997-01-01,1998-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1997-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
2364,8025da67,couple with children,dc72956d,partner in couple with children,0,7,1997-01-01,1998-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1997-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
2365,8025da67,couple with children,323b1c85,child living at home,0,7,1997-01-01,1998-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1997-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
2366,196265ee,single person household,aed2a2ca,single person,1,1,1997-01-01,1998-01-01,1,0,breakup,,--,,--,196265ee_1997-01-01,,,,,['aed2a2ca']
2367,fe4bd453,single person household,b57a12e3,single person,0,1,1997-01-01,1998-01-01,1,0,breakup,,--,,--,fe4bd453_1997-01-01,,,,,['b57a12e3']
2368,fc4fdd10,single parent household,a4c87342,parent in single parent household,1,2,1997-01-01,1998-01-01,1,1,nothing,,--,,--,fc4fdd10_1997-01-01,['057ba9b9'],['a4c87342'],,,
2369,fc4fdd10,single parent household,057ba9b9,child living at home,1,2,1997-01-01,1998-01-01,1,1,nothing,,--,,--,fc4fdd10_1997-01-01,['057ba9b9'],['a4c87342'],,,
2370,2c2eeb4c,single person household,d31bbf1c,single person,1,1,1997-01-01,1998-01-01,1,0,breakup,,--,,--,2c2eeb4c_1997-01-01,,,,,['d31bbf1c']
2371,84e317f0,single parent household,7419b1d5,parent in single parent household,1,5,1997-01-01,1998-01-01,1,4,breakup,,--,,--,84e317f0_1997-01-01,"['ba137b3d', '6566547b', 'c5fcc4f8', '59eef06d']",['7419b1d5'],,,
2372,84e317f0,single parent household,ba137b3d,child living at home,1,5,1997-01-01,1998-01-01,1,4,breakup,,--,,--,84e317f0_1997-01-01,"['ba137b3d', '6566547b', 'c5fcc4f8', '59eef06d']",['7419b1d5'],,,
2373,84e317f0,single parent household,6566547b,child living at home,1,5,1997-01-01,1998-01-01,1,4,breakup,,--,,--,84e317f0_1997-01-01,"['ba137b3d', '6566547b', 'c5fcc4f8', '59eef06d']",['7419b1d5'],,,
2374,84e317f0,single parent household,c5fcc4f8,child living at home,1,5,1997-01-01,1998-01-01,1,4,breakup,,--,,--,84e317f0_1997-01-01,"['ba137b3d', '6566547b', 'c5fcc4f8', '59eef06d']",['7419b1d5'],,,
2375,84e317f0,single parent household,59eef06d,child living at home,1,5,1997-01-01,1998-01-01,1,4,breakup,,--,,--,84e317f0_1997-01-01,"['ba137b3d', '6566547b', 'c5fcc4f8', '59eef06d']",['7419b1d5'],,,
2376,8a39017e,single person household,cc497336,single person,1,1,1998-01-01,1999-01-01,1,0,breakup,,--,,--,8a39017e_1998-01-01,,,,,['cc497336']
2377,d35c144a,single parent household,71ed4a86,parent in single parent household,0,3,1998-01-01,1999-01-01,1,2,breakup,,--,,--,d35c144a_1998-01-01,"['c32be144', '9c1c5278']",['71ed4a86'],,,
2378,d35c144a,single parent household,c32be144,child living at home,0,3,1998-01-01,1999-01-01,1,2,breakup,,--,,--,d35c144a_1998-01-01,"['c32be144', '9c1c5278']",['71ed4a86'],,,
2379,d35c144a,single parent household,9c1c5278,child living at home,0,3,1998-01-01,1999-01-01,1,2,breakup,,--,,--,d35c144a_1998-01-01,"['c32be144', '9c1c5278']",['71ed4a86'],,,
2380,31355c23,single person household,254f7859,single person,1,1,1998-01-01,1999-01-01,1,0,breakup,,--,,--,31355c23_1998-01-01,,,,,['254f7859']
2381,e94bc627,single parent household,e3e7553d,parent in single parent household,0,3,1998-01-01,1999-01-01,1,2,breakup,,--,,--,e94bc627_1998-01-01,"['66e9ba2b', '30197924']",['e3e7553d'],,,
2382,e94bc627,single parent household,66e9ba2b,child living at home,0,3,1998-01-01,1999-01-01,1,2,breakup,,--,,--,e94bc627_1998-01-01,"['66e9ba2b', '30197924']",['e3e7553d'],,,
2383,e94bc627,single parent household,30197924,child living at home,0,3,1998-01-01,1999-01-01,1,2,breakup,,--,,--,e94bc627_1998-01-01,"['66e9ba2b', '30197924']",['e3e7553d'],,,
2384,d24d2d17,couple with children,f99b413e,partner in couple with children,1,6,1998-01-01,1999-01-01,2,4,nothing,2015.0,01,2010.0,05,d24d2d17_1998-01-01,"['be0a58d4', 'b8432ead', 'c15e4cb4', '0743a967']",,"['f99b413e', 'caffcfd9']",,
2385,d24d2d17,couple with children,caffcfd9,partner in couple with children,1,6,1998-01-01,1999-01-01,2,4,nothing,2015.0,01,2010.0,05,d24d2d17_1998-01-01,"['be0a58d4', 'b8432ead', 'c15e4cb4', '0743a967']",,"['f99b413e', 'caffcfd9']",,
2386,d24d2d17,couple with children,be0a58d4,child living at home,1,6,1998-01-01,1999-01-01,2,4,nothing,2015.0,01,2010.0,05,d24d2d17_1998-01-01,"['be0a58d4', 'b8432ead', 'c15e4cb4', '0743a967']",,"['f99b413e', 'caffcfd9']",,
2387,d24d2d17,couple with children,b8432ead,child living at home,1,6,1998-01-01,1999-01-01,2,4,nothing,2015.0,01,2010.0,05,d24d2d17_1998-01-01,"['be0a58d4', 'b8432ead', 'c15e4cb4', '0743a967']",,"['f99b413e', 'caffcfd9']",,
2388,d24d2d17,couple with children,c15e4cb4,child living at home,1,6,1998-01-01,1999-01-01,2,4,nothing,2015.0,01,2010.0,05,d24d2d17_1998-01-01,"['be0a58d4', 'b8432ead', 'c15e4cb4', '0743a967']",,"['f99b413e', 'caffcfd9']",,
2389,d24d2d17,couple with children,0743a967,child living at home,1,6,1998-01-01,1999-01-01,2,4,nothing,2015.0,01,2010.0,05,d24d2d17_1998-01-01,"['be0a58d4', 'b8432ead', 'c15e4cb4', '0743a967']",,"['f99b413e', 'caffcfd9']",,
2390,62fe1928,couple with children,63d409b8,partner in couple with children,1,5,1998-01-01,1999-01-01,2,3,nothing,2015.0,01,2010.0,05,62fe1928_1998-01-01,"['d17ac422', 'afb1d667', '9f6154b8']",,"['63d409b8', '461f62ba']",,
2391,62fe1928,couple with children,d17ac422,child living at home,1,5,1998-01-01,1999-01-01,2,3,nothing,2015.0,01,2010.0,05,62fe1928_1998-01-01,"['d17ac422', 'afb1d667', '9f6154b8']",,"['63d409b8', '461f62ba']",,
